"Row {0}: From time must be less than to time","แถว {0}: เวลาเริ่มต้นต้องน้อยกว่าเวลาสิ้นสุด",""
"Row {0}: Hours value must be greater than zero.","แถว {0}: ค่าชั่วโมงต้องมากกว่าศูนย์",""
"Row {0}: Invalid reference {1}","แถว {0}: การอ้างอิง {1} ไม่ถูกต้อง",""
"Row {0}: Item Tax template updated as per validity and rate applied","แถว {0}: แม่แบบภาษีรายการอัปเดตตามความถูกต้องและอัตราที่ใช้",""
"Row {0}: Item rate has been updated as per valuation rate since its an internal stock transfer","แถว {0}: อัตรารายการได้รับการอัปเดตตามอัตราการประเมินมูลค่าเนื่องจากเป็นการโอนสต็อกภายใน",""
"Row {0}: Item {1} must be a stock item.","แถว {0}: รายการ {1} ต้องเป็นรายการสต็อก",""
"Row {0}: Item {1} must be a subcontracted item.","แถว {0}: รายการ {1} ต้องเป็นรายการจ้างช่วง",""
"Row {0}: Item {1}'s quantity cannot be higher than the available quantity.","แถว {0}: ปริมาณของรายการ {1} ไม่สามารถมากกว่าปริมาณที่มีอยู่ได้",""
"Row {0}: Not allowed to disable Mandatory for standard fields","แถว {0}: ไม่อนุญาตให้ปิดใช้งานข้อบังคับสำหรับฟิลด์มาตรฐาน",""
"Row {0}: Not allowed to enable Allow on Submit for standard fields","แถว {0}: ไม่อนุญาตให้เปิดใช้งานอนุญาตในการส่งสำหรับฟิลด์มาตรฐาน",""
"Row {0}: Packed Qty must be equal to {1} Qty.","แถว {0}: ปริมาณที่บรรจุต้องเท่ากับปริมาณ {1}",""
"Row {0}: Packing Slip is already created for Item {1}.","แถว {0}: ใบบรรจุถูกสร้างขึ้นแล้วสำหรับรายการ {1}",""
"Row {0}: Party / Account does not match with {1} / {2} in {3} {4}","แถว {0}: คู่สัญญา/บัญชีไม่ตรงกับ {1} / {2} ใน {3} {4}",""
"Row {0}: Party Type and Party is required for Receivable / Payable account {1}","แถว {0}: ต้องการประเภทคู่สัญญาและคู่สัญญาสำหรับบัญชีลูกหนี้/เจ้าหนี้ {1}",""
"Row {0}: Payment Term is mandatory","แถว {0}: เงื่อนไขการชำระเงินเป็นสิ่งจำเป็น",""
"Row {0}: Payment against Sales/Purchase Order should always be marked as advance","แถว {0}: การชำระเงินกับคำสั่งขาย/ซื้อควรถูกทำเครื่องหมายเป็นล่วงหน้าเสมอ",""
"Row {0}: Please check 'Is Advance' against Account {1} if this is an advance entry.","แถว {0}: โปรดตรวจสอบ 'เป็นล่วงหน้า' กับบัญชี {1} หากนี่เป็นรายการล่วงหน้า",""
"Row {0}: Please provide a valid Delivery Note Item or Packed Item reference.","แถว {0}: โปรดระบุการอ้างอิงรายการใบส่งของหรือรายการที่บรรจุที่ถูกต้อง",""
"Row {0}: Please select a BOM for Item {1}.","แถว {0}: โปรดเลือก BOM สำหรับรายการ {1}",""
"Row {0}: Please select an active BOM for Item {1}.","แถว {0}: โปรดเลือก BOM ที่ใช้งานสำหรับรายการ {1}",""
"Row {0}: Please select an valid BOM for Item {1}.","แถว {0}: โปรดเลือก BOM ที่ถูกต้องสำหรับรายการ {1}",""
"Row {0}: Please set at Tax Exemption Reason in Sales Taxes and Charges","แถว {0}: โปรดตั้งเหตุผลการยกเว้นภาษีในภาษีและค่าใช้จ่ายการขาย",""
"Row {0}: Please set the Mode of Payment in Payment Schedule","แถว {0}: โปรดตั้งค่ารูปแบบการชำระเงินในตารางการชำระเงิน",""
"Row {0}: Please set the correct code on Mode of Payment {1}","แถว {0}: โปรดตั้งรหัสที่ถูกต้องในรูปแบบการชำระเงิน {1}",""
"Row {0}: Project must be same as the one set in the Timesheet: {1}.","แถว {0}: โครงการต้องเหมือนกับที่ตั้งไว้ในตารางเวลา: {1}",""
"Row {0}: Purchase Invoice {1} has no stock impact.","แถว {0}: ใบแจ้งหนี้ซื้อ {1} ไม่มีผลกระทบต่อสต็อก",""
"Row {0}: Qty cannot be greater than {1} for the Item {2}.","แถว {0}: ปริมาณไม่สามารถมากกว่า {1} สำหรับรายการ {2}",""
"Row {0}: Qty in Stock UOM can not be zero.","แถว {0}: ปริมาณในหน่วยวัดสต็อกไม่สามารถเป็นศูนย์ได้",""
"Row {0}: Qty must be greater than 0.","แถว {0}: ปริมาณต้องมากกว่า 0",""
"Row {0}: Quantity cannot be negative.","แถว {0}: ปริมาณไม่สามารถเป็นค่าลบได้",""
"Row {0}: Quantity not available for {4} in warehouse {1} at posting time of the entry ({2} {3})","แถว {0}: ไม่มีปริมาณสำหรับ {4} ในคลังสินค้า {1} ณ เวลาที่โพสต์รายการ ({2} {3})",""
"Row {0}: Shift cannot be changed since the depreciation has already been processed","แถว {0}: ไม่สามารถเปลี่ยนกะได้เนื่องจากการหักค่าเสื่อมราคาได้ถูกประมวลผลแล้ว",""
"Row {0}: Subcontracted Item is mandatory for the raw material {1}","แถว {0}: รายการจ้างช่วงเป็นสิ่งจำเป็นสำหรับวัตถุดิบ {1}",""
"Row {0}: Target Warehouse is mandatory for internal transfers","แถว {0}: คลังสินค้าเป้าหมายเป็นสิ่งจำเป็นสำหรับการโอนภายใน",""
"Row {0}: Task {1} does not belong to Project {2}","แถว {0}: งาน {1} ไม่ได้เป็นของโครงการ {2}",""
"Row {0}: The item {1}, quantity must be positive number","แถว {0}: รายการ {1} ปริมาณต้องเป็นตัวเลขบวก",""
"Row {0}: The {3} Account {1} does not belong to the company {2}","แถว {0}: บัญชี {3} {1} ไม่ได้เป็นของบริษัท {2}",""
"Row {0}: To set {1} periodicity, difference between from and to date must be greater than or equal to {2}","แถว {0}: ในการตั้งค่าความถี่ {1} ความแตกต่างระหว่างวันที่เริ่มต้นและสิ้นสุดต้องมากกว่าหรือเท่ากับ {2}",""
"Row {0}: UOM Conversion Factor is mandatory","แถว {0}: ปัจจัยการแปลงหน่วยวัดเป็นสิ่งจำเป็น",""
"Row {0}: Workstation or Workstation Type is mandatory for an operation {1}","แถว {0}: สถานีงานหรือประเภทสถานีงานเป็นสิ่งจำเป็นสำหรับการดำเนินการ {1}",""
"Row {0}: user has not applied the rule {1} on the item {2}","แถว {0}: ผู้ใช้ไม่ได้ใช้กฎ {1} กับรายการ {2}",""
"Row {0}: {1} account already applied for Accounting Dimension {2}","แถว {0}: บัญชี {1} ถูกใช้แล้วสำหรับมิติการบัญชี {2}",""
"Row {0}: {1} must be greater than 0","แถว {0}: {1} ต้องมากกว่า 0",""
"Row {0}: {1} {2} cannot be same as {3} (Party Account) {4}","แถว {0}: {1} {2} ไม่สามารถเหมือนกับ {3} (บัญชีคู่สัญญา) {4}",""
"Row {0}: {1} {2} does not match with {3}","แถว {0}: {1} {2} ไม่ตรงกับ {3}",""
"Row {0}: {2} Item {1} does not exist in {2} {3}","แถว {0}: รายการ {2} {1} ไม่มีอยู่ใน {2} {3}",""
"Row {1}: Quantity ({0}) cannot be a fraction. To allow this, disable '{2}' in UOM {3}.","แถว {1}: ปริมาณ ({0}) ไม่สามารถเป็นเศษส่วนได้ หากต้องการอนุญาต ให้ปิดใช้งาน '{2}' ในหน่วยวัด {3}",""
"Row {idx}: Asset Naming Series is mandatory for the auto creation of assets for item {item_code}.","แถว {idx}: ชุดการตั้งชื่อสินทรัพย์เป็นสิ่งจำเป็นสำหรับการสร้างสินทรัพย์อัตโนมัติสำหรับรายการ {item_code}",""
"Row({0}): Outstanding Amount cannot be greater than actual Outstanding Amount {1} in {2}","แถว ({0}): จำนวนเงินค้างชำระไม่สามารถมากกว่าจำนวนเงินค้างชำระจริง {1} ใน {2}",""
"Row({0}): {1} is already discounted in {2}","แถว ({0}): {1} ได้รับส่วนลดแล้วใน {2}",""
"SCO Supplied Item","รายการที่จัดหาโดย SCO",""
"SLA Fulfilled On","SLA สำเร็จเมื่อ",""
"SLA Fulfilled On Status","สถานะ SLA สำเร็จเมื่อ",""
"SLA Paused On","SLA หยุดชั่วคราวเมื่อ",""
"SLA is on hold since {0}","SLA ถูกพักไว้ตั้งแต่ {0}",""
"SLA will be applied if {1} is set as {2}{3}","SLA จะถูกใช้หาก {1} ถูกตั้งค่าเป็น {2}{3}",""
"SLA will be applied on every {0}","SLA จะถูกใช้ในทุก {0}",""
"SMS","ข้อความ SMS",""
"SMS Center","ศูนย์ SMS",""
"SMS Gateway URL","URL เกตเวย์ SMS",""
"SMS Log","บันทึก SMS",""
"SMS Parameter","พารามิเตอร์ SMS",""
"SMS Settings","การตั้งค่า SMS",""
"SMS sent successfully","ส่ง SMS สำเร็จ",""
"SMS was not sent. Please contact Administrator.","SMS ไม่ถูกส่ง โปรดติดต่อผู้ดูแลระบบ",""
"SMTP Server is required","ต้องการเซิร์ฟเวอร์ SMTP",""
"SO Qty","ปริมาณ SO",""
"SO Total Qty","ปริมาณรวม SO",""
"SQL","SQL",""
"SQL Conditions. Example: status=\"Open\"","เงื่อนไข SQL ตัวอย่าง: status=\"Open\"",""
"SQL Explain","อธิบาย SQL",""
"SQL Output","ผลลัพธ์ SQL",""
"SQL Queries","คำสั่ง SQL",""
"STATEMENT OF ACCOUNTS","งบแสดงบัญชี",""
"SWATCHES","ตัวอย่างสี",""
"SWIFT Number","หมายเลข SWIFT",""
"SWIFT number","หมายเลข SWIFT",""
"Safety Stock","สต็อกปลอดภัย",""
"Salary Currency","สกุลเงินเงินเดือน",""
"Salary Mode","โหมดเงินเดือน",""
"Sales Account","บัญชีขาย",""
"Sales Analytics","การวิเคราะห์การขาย",""
"Sales Billing","การเรียกเก็บเงินการขาย",""
"Sales Billing Line","รายการเรียกเก็บเงินการขาย",""
"Sales Contributions and Incentives","การสนับสนุนและแรงจูงใจการขาย",""
"Sales Defaults","ค่าเริ่มต้นการขาย",""
"Sales Deposit Account","บัญชีเงินฝากการขาย",""
"Sales Funnel","กรวยการขาย",""
"Sales Incoming Rate","อัตราการขายที่เข้ามา",""
"Sales Invoice","ใบแจ้งหนี้ขาย",""
"Sales Invoice Advance","การชำระเงินล่วงหน้าใบแจ้งหนี้ขาย",""
"Sales Invoice Deposit","เงินฝากใบแจ้งหนี้ขาย",""
"Sales Invoice Item","รายการใบแจ้งหนี้ขาย",""
"Sales Invoice No","หมายเลขใบแจ้งหนี้ขาย",""
"Sales Invoice Payment","การชำระเงินใบแจ้งหนี้ขาย",""
"Sales Invoice Reference","การอ้างอิงใบแจ้งหนี้ขาย",""
"Sales Invoice Timesheet","ตารางเวลาใบแจ้งหนี้ขาย",""
"Sales Invoice Transactions","ธุรกรรมใบแจ้งหนี้ขาย",""
"Sales Invoice Trends","แนวโน้มใบแจ้งหนี้ขาย",""
"Sales Invoice does not have Payments","ใบแจ้งหนี้ขายไม่มีการชำระเงิน",""
"Sales Invoice is already consolidated","ใบแจ้งหนี้ขายถูกรวมแล้ว",""
"Sales Invoice is not created using POS","ใบแจ้งหนี้ขายไม่ได้ถูกสร้างโดยใช้ POS",""
"Sales Invoice is not submitted","ใบแจ้งหนี้ขายยังไม่ได้ส่ง",""
"Sales Invoice isn't created by user {}","ใบแจ้งหนี้ขายไม่ได้ถูกสร้างโดยผู้ใช้ {}",""
"Sales Invoice mode is activated in POS. Please create Sales Invoice instead.","โหมดใบแจ้งหนี้ขายถูกเปิดใช้งานใน POS โปรดสร้างใบแจ้งหนี้ขายแทน",""
"Sales Invoice {0} has already been submitted","ใบแจ้งหนี้ขาย {0} ถูกส่งแล้ว",""
"Sales Invoice {0} must be deleted before cancelling this Sales Order","ใบแจ้งหนี้ขาย {0} ต้องถูกลบก่อนที่จะยกเลิกคำสั่งขายนี้",""
"Sales Invoices","ใบแจ้งหนี้ขาย",""
"Sales Manager","ผู้จัดการฝ่ายขาย",""
"Sales Master Manager","ผู้จัดการมาสเตอร์ฝ่ายขาย",""
"Sales Monthly History","ประวัติการขายรายเดือน",""
"Sales Opportunities by Campaign","โอกาสการขายตามแคมเปญ",""
"Sales Opportunities by Medium","โอกาสการขายตามสื่อ",""
"Sales Opportunities by Source","โอกาสการขายตามแหล่งที่มา",""
"Sales Order","คำสั่งขาย",""
"Sales Order Analysis","การวิเคราะห์คำสั่งขาย",""
"Sales Order Date","วันที่คำสั่งขาย",""
"Sales Order Item","รายการคำสั่งขาย",""
"Sales Order Packed Item","รายการคำสั่งขายที่บรรจุแล้ว",""
"Sales Order Reference","การอ้างอิงคำสั่งขาย",""
"Sales Order Status","สถานะคำสั่งขาย",""
"Sales Order Trends","แนวโน้มคำสั่งขาย",""
"Sales Order required for Item {0}","ต้องการคำสั่งขายสำหรับรายการ {0}",""
"Sales Order {0} already exists against Customer's Purchase Order {1}. To allow multiple Sales Orders, Enable {2} in {3}","คำสั่งขาย {0} มีอยู่แล้วสำหรับคำสั่งซื้อของลูกค้า {1} หากต้องการอนุญาตคำสั่งขายหลายรายการ ให้เปิดใช้งาน {2} ใน {3}",""
"Sales Order {0} is not submitted","คำสั่งขาย {0} ยังไม่ได้ส่ง",""
"Sales Order {0} is not valid","คำสั่งขาย {0} ไม่ถูกต้อง",""
"Sales Order {0} is {1}","คำสั่งขาย {0} คือ {1}",""
"Sales Orders","คำสั่งขาย",""
"Sales Orders Required","ต้องการคำสั่งขาย",""
"Sales Orders to Bill","คำสั่งขายที่ต้องเรียกเก็บเงิน",""
"Sales Orders to Deliver","คำสั่งขายที่จะส่งมอบ",""
"Sales Partner","พันธมิตรการขาย",""
"Sales Partner","พันธมิตรการขาย",""
"Sales Partner Commission Summary","สรุปค่าคอมมิชชั่นพันธมิตรการขาย",""
"Sales Partner Item","รายการพันธมิตรการขาย",""
"Sales Partner Name","ชื่อพันธมิตรการขาย",""
"Sales Partner Target","เป้าหมายพันธมิตรการขาย",""
"Sales Partner Target Variance based on Item Group","ความแปรปรวนเป้าหมายพันธมิตรการขายตามกลุ่มรายการ",""
"Sales Partner Transaction Summary","สรุปธุรกรรมพันธมิตรการขาย",""
"Sales Partner Type","ประเภทพันธมิตรการขาย",""
"Sales Partners Commission","ค่าคอมมิชชั่นพันธมิตรการขาย",""
"Sales Payment Summary","สรุปการชำระเงินการขาย",""
"Sales Person","พนักงานขาย",""
"Sales Person <b>{0}</b> is disabled.","พนักงานขาย <b>{0}</b> ถูกปิดใช้งาน",""
"Sales Person Commission Summary","สรุปค่าคอมมิชชั่นพนักงานขาย",""
"Sales Person Name","ชื่อพนักงานขาย",""
"Sales Person Target Variance Based On Item Group","ความแปรปรวนเป้าหมายพนักงานขายตามกลุ่มรายการ",""
"Sales Person Targets","เป้าหมายพนักงานขาย",""
"Sales Person-wise Transaction Summary","สรุปธุรกรรมตามพนักงานขาย",""
"Sales Pipeline","กระบวนการขาย",""
"Sales Pipeline Analytics","การวิเคราะห์กระบวนการขาย",""
"Sales Pipeline by Stage","กระบวนการขายตามขั้นตอน",""
"Sales Price List","รายการราคาขาย",""
"Sales Register","ทะเบียนการขาย",""
"Sales Return","การคืนสินค้า",""
"Sales Stage","ขั้นตอนการขาย",""
"Sales Summary","สรุปการขาย",""
"Sales Tax Account","บัญชีภาษีการขาย",""
"Sales Tax Account Undue","บัญชีภาษีการขายที่ไม่เหมาะสม",""
"Sales Tax Invoice","ใบกำกับภาษีการขาย",""
"Sales Tax Report","รายงานภาษีการขาย",""
"Sales Tax Template","แม่แบบภาษีการขาย",""
"Sales Taxes and Charges","ภาษีและค่าใช้จ่ายการขาย",""
"Sales Taxes and Charges Template","แม่แบบภาษีและค่าใช้จ่ายการขาย",""
"Sales Team","ทีมขาย",""
"Sales Type","ประเภทการขาย",""
"Sales Update Frequency in Company and Project","ความถี่ในการอัปเดตการขายในบริษัทและโครงการ",""
"Sales User","ผู้ใช้การขาย",""
"Sales Value","มูลค่าการขาย",""
"Sales and Returns","การขายและการคืนสินค้า",""
"Sales orders are not available for production","คำสั่งขายไม่พร้อมสำหรับการผลิต",""
"Salesforce","เซลส์ฟอร์ซ",""
"Salutation","คำทักทาย",""
"Salvage Value","มูลค่าซาก",""
"Salvage Value Percentage","เปอร์เซ็นต์มูลค่าซาก",""
"Same Company is entered more than once","บริษัทเดียวกันถูกป้อนมากกว่าหนึ่งครั้ง",""
"Same Field is entered more than once","ฟิลด์เดียวกันถูกป้อนมากกว่าหนึ่งครั้ง",""
"Same Item","รายการเดียวกัน",""
"Same item and warehouse combination already entered.","การรวมกันของรายการและคลังสินค้าเดียวกันถูกป้อนแล้ว",""
"Same item cannot be entered multiple times.","ไม่สามารถป้อนรายการเดียวกันหลายครั้งได้",""
"Same supplier has been entered multiple times","ผู้จัดจำหน่ายเดียวกันถูกป้อนหลายครั้ง",""
"Sample","ตัวอย่าง",""
"Sample Quantity","ปริมาณตัวอย่าง",""
"Sample Retention Warehouse","คลังสินค้าที่เก็บตัวอย่าง",""
"Sample Size","ขนาดตัวอย่าง",""
"Sample quantity {0} cannot be more than received quantity {1}","ปริมาณตัวอย่าง {0} ไม่สามารถมากกว่าปริมาณที่ได้รับ {1}",""
"Sanctioned","ได้รับอนุมัติ",""
"Saturday","วันเสาร์",""
"Save","บันทึก",""
"Save API Secret: {0}","บันทึกความลับ API: {0}",""
"Save Anyway","บันทึกอยู่ดี",""
"Save As","บันทึกเป็น",""
"Save Changes and Load New Invoice","บันทึกการเปลี่ยนแปลงและโหลดใบแจ้งหนี้ใหม่",""
"Save Customizations","บันทึกการปรับแต่ง",""
"Save Report","บันทึกรายงาน",""
"Save filters","บันทึกตัวกรอง",""
"Save on Completion","บันทึกเมื่อเสร็จสิ้น",""
"Save the document.","บันทึกเอกสาร",""
"Saved","บันทึกแล้ว",""
"Saved Filters","ตัวกรองที่บันทึกไว้",""
"Saving","กำลังบันทึก",""
"Saving Customization...","กำลังบันทึกการปรับแต่ง...",""
"Saving this will export this document as well as the steps linked here as json.","การบันทึกนี้จะส่งออกเอกสารนี้รวมถึงขั้นตอนที่เชื่อมโยงที่นี่เป็น json",""
"Saving...","กำลังบันทึก...",""
"Select Fields","เลือกฟิลด์",""
"Select Fields To Insert","เลือกฟิลด์เพื่อแทรก",""
"Select Fields To Update","เลือกฟิลด์เพื่ออัปเดต",""
"Select Filters","เลือกตัวกรอง",""
"Select Finished Good","เลือกสินค้าสำเร็จรูป",""
"Select Google Calendar to which event should be synced.","เลือก Google Calendar ที่จะซิงค์เหตุการณ์",""
"Select Google Contacts to which contact should be synced.","เลือก Google Contacts ที่จะซิงค์ผู้ติดต่อ",""
"Select Group By...","เลือกกลุ่มตาม...",""
"Select Items","เลือกรายการ",""
"Select Items based on Delivery Date","เลือกรายการตามวันที่ส่งมอบ",""
"Select Items for Quality Inspection","เลือกรายการสำหรับการตรวจสอบคุณภาพ",""
"Select Items to Manufacture","เลือกรายการที่จะผลิต",""
"Select Items up to Delivery Date","เลือกรายการจนถึงวันที่ส่งมอบ",""
"Select Job Worker Address","เลือกที่อยู่ผู้ปฏิบัติงาน",""
"Select Kanban","เลือก Kanban",""
"Select Language","เลือกภาษา",""
"Select List View","เลือกมุมมองรายการ",""
"Select Location","เลือกตำแหน่ง",""
"Select Loyalty Program","เลือกโปรแกรมสะสมคะแนน",""
"Select Mandatory","เลือกข้อบังคับ",""
"Select Module","เลือกโมดูล",""
"Select Network Printer","เลือกเครื่องพิมพ์เครือข่าย",""
"Select Option","เลือกตัวเลือก",""
"Select Page","เลือกหน้า",""
"Select Possible Supplier","เลือกผู้จัดจำหน่ายที่เป็นไปได้",""
"Select Print Format","เลือกรูปแบบการพิมพ์",""
"Select Print Format to Edit","เลือกรูปแบบการพิมพ์เพื่อแก้ไข",""
"Select Quantity","เลือกปริมาณ",""
"Select Report","เลือกรายงาน",""
"Select Serial No","เลือกหมายเลขซีเรียล",""
"Select Serial and Batch","เลือกซีเรียลและแบทช์",""
"Select Shipping Address","เลือกที่อยู่จัดส่ง",""
"Select Supplier Address","เลือกที่อยู่ผู้จัดจำหน่าย",""
"Select Table Columns for {0}","เลือกคอลัมน์ตารางสำหรับ {0}",""
"Select Target Warehouse","เลือกคลังสินค้าเป้าหมาย",""
"Select Time","เลือกเวลา",""
"Select Time Zone","เลือกเขตเวลา",""
"Select Transaction","เลือกธุรกรรม",""
"Select Type","เลือกประเภท",""
"Select View","เลือกมุมมอง",""
"Select Vouchers to Match","เลือกใบสำคัญเพื่อจับคู่",""
"Select Warehouse...","เลือกคลังสินค้า...",""
"Select Warehouses to get Stock for Materials Planning","เลือกคลังสินค้าเพื่อรับสต็อกสำหรับการวางแผนวัสดุ",""
"Select Workflow","เลือกเวิร์กโฟลว์",""
"Select Workspace","เลือกพื้นที่ทำงาน",""
"Select Workspaces","เลือกพื้นที่ทำงาน",""
"Select a Brand Image first.","เลือกภาพแบรนด์ก่อน",""
"Select a Company","เลือกบริษัท",""
"Select a Company this Employee belongs to.","เลือกบริษัทที่พนักงานนี้สังกัด",""
"Select a Customer","เลือกลูกค้า",""
"Select a Default Priority.","เลือกความสำคัญเริ่มต้น",""
"Select a DocType to make a new format","เลือกประเภทเอกสารเพื่อสร้างรูปแบบใหม่",""
"Select a Supplier","เลือกผู้จัดจำหน่าย",""
"Select a Supplier from the Default Suppliers of the items below. On selection, a Purchase Order will be made against items belonging to the selected Supplier only.","เลือกผู้จัดจำหน่ายจากผู้จัดจำหน่ายเริ่มต้นของรายการด้านล่าง เมื่อเลือกแล้ว จะสร้างคำสั่งซื้อสำหรับรายการที่เป็นของผู้จัดจำหน่ายที่เลือกเท่านั้น",""
"Select a company","เลือกบริษัท",""
"Select a field to edit its properties.","เลือกฟิลด์เพื่อแก้ไขคุณสมบัติ",""
"Select a group node first.","เลือกโหนดกลุ่มก่อน",""
"Select a valid Sender Field for creating documents from Email","เลือกฟิลด์ผู้ส่งที่ถูกต้องสำหรับการสร้างเอกสารจากอีเมล",""
"Select a valid Subject field for creating documents from Email","เลือกฟิลด์หัวเรื่องที่ถูกต้องสำหรับการสร้างเอกสารจากอีเมล",""
"Select an Image","เลือกภาพ",""
"Select an Item Group.","เลือกกลุ่มรายการ",""
"Select an account to print in account currency","เลือกบัญชีเพื่อพิมพ์ในสกุลเงินบัญชี",""
"Select an app to continue","เลือกแอปเพื่อดำเนินการต่อ",""
"Select an existing format to edit or start a new format.","เลือกรูปแบบที่มีอยู่เพื่อแก้ไขหรือเริ่มรูปแบบใหม่",""
"Select an image of approx width 150px with a transparent background for best results.","เลือกภาพที่มีความกว้างประมาณ 150px พร้อมพื้นหลังโปร่งใสเพื่อผลลัพธ์ที่ดีที่สุด",""
"Select an invoice to load summary data","เลือกใบแจ้งหนี้เพื่อโหลดข้อมูลสรุป",""
"Select an item from each set to be used in the Sales Order.","เลือกรายการจากแต่ละชุดเพื่อใช้ในคำสั่งขาย",""
"Select at least one value from each of the attributes.","เลือกอย่างน้อยหนึ่งค่าจากแต่ละคุณลักษณะ",""
"Select atleast 1 record for printing","เลือกอย่างน้อย 1 รายการสำหรับการพิมพ์",""
"Select atleast 2 actions","เลือกอย่างน้อย 2 การกระทำ",""
"Select company first","เลือกบริษัทก่อน",""
"Select company name first.","เลือกชื่อบริษัทก่อน",""
"Select finance book for the item {0} at row {1}","เลือกสมุดการเงินสำหรับรายการ {0} ที่แถว {1}",""
"Select item group","เลือกกลุ่มรายการ",""
"Select list item","เลือกรายการในรายการ",""
"Select multiple list items","เลือกรายการในรายการหลายรายการ",""
"Select or drag across time slots to create a new event.","เลือกหรือลากข้ามช่วงเวลาเพื่อสร้างเหตุการณ์ใหม่",""
"Select records for assignment","เลือกรายการสำหรับการมอบหมาย",""
"Select records for removing assignment","เลือกรายการสำหรับการลบการมอบหมาย",""
"Select template item","เลือกรายการแม่แบบ",""
"Select the Bank Account to reconcile.","เลือกบัญชีธนาคารเพื่อกระทบยอด",""
"Select the Default Workstation where the Operation will be performed. This will be fetched in BOMs and Work Orders.","เลือกสถานีงานเริ่มต้นที่การดำเนินการจะดำเนินการ ซึ่งจะถูกดึงมาใน BOM และคำสั่งงาน",""
"Select the Item to be manufactured.","เลือกรายการที่จะผลิต",""
"Select the Item to be manufactured. The Item name, UoM, Company, and Currency will be fetched automatically.","เลือกรายการที่จะผลิต ชื่อรายการ, หน่วยวัด, บริษัท และสกุลเงินจะถูกดึงมาโดยอัตโนมัติ",""
"Select the Warehouse","เลือกคลังสินค้า",""
"Select the customer or supplier.","เลือกลูกค้าหรือผู้จัดจำหน่าย",""
"Select the date","เลือกวันที่",""
"Select the date and your timezone","เลือกวันที่และเขตเวลาของคุณ",""
"Select the label after which you want to insert new field.","เลือกป้ายกำกับหลังจากนั้นคุณต้องการแทรกฟิลด์ใหม่",""
"Select the raw materials (Items) required to manufacture the Item","เลือกวัตถุดิบ (รายการ) ที่จำเป็นสำหรับการผลิตรายการ",""
"Select two versions to view the diff.","เลือกสองเวอร์ชันเพื่อดูความแตกต่าง",""
"Select variant item code for the template item {0}","เลือกรหัสรายการตัวแปรสำหรับรายการแม่แบบ {0}",""
"Select whether to get items from a Sales Order or a Material Request. For now select <b>Sales Order</b>.||| A Production Plan can also be created manually where you can select the Items to manufacture.","เลือกว่าจะรับรายการจากคำสั่งขายหรือคำขอวัสดุ สำหรับตอนนี้เลือก <b>คำสั่งขาย</b>.||| แผนการผลิตสามารถสร้างด้วยตนเองได้เช่นกันซึ่งคุณสามารถเลือกรายการที่จะผลิตได้",""
"Select whether to get items from a Sales Order or a Material Request. For now select <b>Sales Order</b>.|||| A Production Plan can also be created manually where you can select the Items to manufacture.","เลือกว่าจะรับรายการจากคำสั่งขายหรือคำขอวัสดุ สำหรับตอนนี้เลือก <b>คำสั่งขาย</b>.|||| แผนการผลิตสามารถสร้างด้วยตนเองได้เช่นกันซึ่งคุณสามารถเลือกรายการที่จะผลิตได้",""
"Select withholding tax type for service amount to be withheld when pay to individual.","เลือกประเภทภาษีหัก ณ ที่จ่ายสำหรับจำนวนเงินบริการที่จะถูกหักเมื่อจ่ายให้บุคคล",""
"Select withholding tax type for service amount to be withheld when pay to supplier.","เลือกประเภทภาษีหัก ณ ที่จ่ายสำหรับจำนวนเงินบริการที่จะถูกหักเมื่อจ่ายให้ผู้จัดจำหน่าย",""
"Select withholding tax type for service amount withheld when recevice from customer.","เลือกประเภทภาษีหัก ณ ที่จ่ายสำหรับจำนวนเงินบริการที่ถูกหักเมื่อรับจากลูกค้า",""
"Select your weekly off day","เลือกวันหยุดประจำสัปดาห์ของคุณ",""
"Select {0}","เลือก {0}",""
"Select, to make the customer searchable with these fields","เลือกเพื่อทำให้ลูกค้าสามารถค้นหาได้ด้วยฟิลด์เหล่านี้",""
"Selected POS Opening Entry should be open.","รายการเปิด POS ที่เลือกควรเปิดอยู่",""
"Selected Price List should have buying and selling fields checked.","รายการราคาที่เลือกควรมีการตรวจสอบฟิลด์การซื้อและขาย",""
"Selected Serial and Batch Bundle entries have been removed.","รายการชุดซีเรียลและแบทช์ที่เลือกถูกลบออกแล้ว",""
"Selected Vouchers","ใบสำคัญที่เลือก",""
"Selected date is","วันที่ที่เลือกคือ",""
"Selected document must be in submitted state","เอกสารที่เลือกต้องอยู่ในสถานะที่ส่งแล้ว",""
"Selecting treshold date will get matched invoices","การเลือกวันที่เกณฑ์จะได้รับใบแจ้งหนี้ที่ตรงกัน",""
"Self approval is not allowed","ไม่อนุญาตให้อนุมัติด้วยตนเอง",""
"Self delivery","การจัดส่งด้วยตนเอง",""
"Sell","ขาย",""
"Sell Asset","ขายสินทรัพย์",""
"Selling","การขาย",""
"Selling Amount","จำนวนเงินการขาย",""
"Selling Price List","รายการราคาขาย",""
"Selling Rate","อัตราการขาย",""
"Selling Settings","การตั้งค่าการขาย",""
"Selling must be checked, if Applicable For is selected as {0}","ต้องตรวจสอบการขาย หากเลือกใช้สำหรับ {0}",""
"Semi Finished Good / Finished Good","สินค้ากึ่งสำเร็จรูป / สินค้าสำเร็จรูป",""
"Semi Finished Goods / Finished Goods","สินค้ากึ่งสำเร็จรูป / สินค้าสำเร็จรูป",""
